country,match_type,keyword,campaign,current_bid,sweet_spot_bid,recommended_bid,action,impressions,orders,acos
US,PHRASE,kw-3w-3c3579,US-Campaign-9DEB64,0.45,0.1604592968007602,0.2876117268501966,decrease,89304,45,0.0205801083544635
FR,PHRASE,kw-3w-0dd537,FR-Campaign-22CF00,0.22,0.1539078498293515,0.22,maintain,89302,15,0.2276789501965553
FR,BROAD,kw-3w-8db5e1,FR-Campaign-B77F6F,0.36,0.26,0.2232843137254902,decrease,89239,5,0.1089274419445197
CA,BROAD,kw-4w-29cb0c,CA-Campaign-03EF76,0.55,0.2935599159074982,0.41,decrease,89226,4,0.0731201130792789
US,BROAD,keyword-47d258,US-Campaign-55CA7C,0.47,0.1107136970496126,0.2801420838971583,decrease,89224,27,0.1281224773834377
CA,PHRASE,keyword-9dfd25,CA-Campaign-0458DD,0.63,0.2890287277701778,0.5994039735099338,decrease,89222,7,0.3876434750412333
US,EXACT,kw-5w-9c0653,US-Campaign-7601E5,0.5,0.2222651261781696,0.5,maintain,89215,2,0.2858163397843876
US,BROAD,kw-6w-947a16,US-Campaign-B2E5F3,0.4,0.1107136970496126,0.2801420838971583,decrease,89212,35,0.1858603504699456
US,BROAD,keyword-783018,US-Campaign-46FC7D,0.4,0.1107136970496126,0.2801420838971583,decrease,89210,49,0.0890206584004828
US,BROAD,kw-4w-2f1620,US-Campaign-7EDB1D,0.45,0.1107136970496126,0.2801420838971583,decrease,89197,12,0.1975366601308994
US,BROAD,keyword-c207a6,US-Campaign-4B9496,0.78,0.1107136970496126,0.2801420838971583,decrease,89189,43,0.2523497059895709
US,BROAD,keyword-cddc72,US-Campaign-C849E8,1.5,0.1107136970496126,0.2801420838971583,decrease,89171,5,0.2360799536208504
US,EXACT,kw-5w-f354f4,US-Campaign-DBFA4B,1.3,0.2222651261781696,1.3,maintain,89147,42,0.5693379387251175
US,BROAD,kw-3w-bdbdcf,US-Campaign-C9951A,0.8,0.1107136970496126,0.2801420838971583,decrease,89110,49,0.2213725127500462
IT,PHRASE,kw-3w-398b70,IT-Campaign-3B4B49,0.44,0.112657200811359,0.2088771186440677,decrease,89110,63,0.0566505343883063
CA,EXACT,keyword-3777c9,CA-Campaign-752F24,1.49,0.3397612359550562,0.5350323732976111,decrease,89091,52,0.1113417850249504
US,EXACT,keyword-d3d2c6,US-Campaign-EA2ECB,0.6,0.2222651261781696,0.6,maintain,89052,55,0.1817058379293772
US,BROAD,kw-6w-2addc3,US-Campaign-9E686F,0.3,0.1107136970496126,0.2801420838971583,decrease,89039,3,0.0995089688345525
IT,PHRASE,keyword-c98c59,IT-Campaign-F60291,0.22,0.112657200811359,0.2088771186440677,decrease,89036,9,0.1337676642216025
US,BROAD,kw-3w-390180,US-Campaign-D11631,0.38,0.1107136970496126,0.2801420838971583,decrease,89033,79,0.1298117939039838
US,BROAD,kw-4w-c94745,US-Campaign-5364A8,0.35,0.1107136970496126,0.2801420838971583,decrease,89031,33,0.029013568327917
CA,PHRASE,kw-4w-24c05d,CA-Campaign-B45C42,0.39,0.2890287277701778,0.39,maintain,89006,6,0.5616187180414235
IT,BROAD,kw-3w-07d425,IT-Campaign-C83DC2,0.51,0.1387337278106508,0.1706684491978609,decrease,88968,115,0.057632409362301
CA,BROAD,kw-4w-ac4f02,CA-Campaign-B1DC00,0.48,0.2935599159074982,0.41,decrease,88961,5,0.0380989490318321
US,BROAD,kw-5w-147c56,US-Campaign-6D9FDF,2.7,0.1107136970496126,0.2801420838971583,decrease,88939,86,0.1682323266753016
DE,PHRASE,keyword-c1af7b,DE-Campaign-4547A6,0.36,0.0757186081694402,0.259519014177819,decrease,88921,3,0.506126492517858
US,BROAD,kw-3w-24aa17,US-Campaign-8A2ACF,0.8,0.1107136970496126,0.2801420838971583,decrease,88889,4,0.2672688481892992
FR,BROAD,kw-3w-0410f0,FR-Campaign-25D2A0,0.38,0.26,0.2232843137254902,decrease,88877,22,0.0247170792325647
US,BROAD,keyword-e81f8b,US-Campaign-B1046F,0.88,0.1107136970496126,0.2801420838971583,decrease,88870,6,0.2101982926484163
US,BROAD,keyword-981469,US-Campaign-6AC7EC,0.53,0.1107136970496126,0.2801420838971583,decrease,88849,35,0.0753834915997078
IT,BROAD,keyword-7cc816,IT-Campaign-44BD7F,0.41,0.1387337278106508,0.1706684491978609,decrease,88846,1,0.0831746865358104
US,EXACT,keyword-3ed125,US-Campaign-C84040,0.85,0.2222651261781696,0.85,maintain,88836,27,0.4841764231485859
US,BROAD,keyword-d073b4,US-Campaign-027429,0.6,0.1107136970496126,0.2801420838971583,decrease,88831,30,0.0735989178366395
DE,BROAD,kw-3w-0cf74f,DE-Campaign-9BE73F,0.26,0.184690067214339,0.2288114104595879,decrease,88798,2,0.4856404801701869
US,EXACT,keyword-573fb8,US-Campaign-13DB2C,0.66,0.2222651261781696,0.66,maintain,88791,33,0.22357485547949
US,BROAD,keyword-a22269,US-Campaign-04E8D8,0.69,0.1107136970496126,0.2801420838971583,decrease,88785,35,0.1563827254364339
US,PHRASE,keyword-4f9798,US-Campaign-9D90AA,1.5,0.1604592968007602,0.2876117268501966,decrease,88775,15,0.280519117757652
US,BROAD,keyword-d0b27a,US-Campaign-F84BC0,0.5,0.1107136970496126,0.2801420838971583,decrease,88771,10,0.2851111252049904
US,EXACT,keyword-2a6c00,US-Campaign-277397,0.4,0.2222651261781696,0.4,maintain,88756,65,0.1563408828130313
US,BROAD,kw-3w-fd7d17,US-Campaign-886015,0.49,0.1107136970496126,0.2801420838971583,decrease,88755,37,0.1288876760114261
US,PHRASE,kw-4w-20027d,US-Campaign-0F0CFA,1.0,0.1604592968007602,0.2876117268501966,decrease,88754,6,0.3586993941063067
US,BROAD,kw-3w-709e4a,US-Campaign-091C2F,0.81,0.1107136970496126,0.2801420838971583,decrease,88751,6,0.0942303837055451
US,BROAD,kw-3w-2a0b27,US-Campaign-34EA99,0.18,0.1107136970496126,0.18,maintain,88746,27,0.0903767665692007
MX,PHRASE,kw-3w-bd9fa9,MX-Campaign-6BFBDC,5.0,2.01,4.983560606060607,decrease,88734,0,9507.0
US,PHRASE,kw-3w-8cbe9a,US-Campaign-70305D,0.45,0.1604592968007602,0.2876117268501966,decrease,88729,81,0.1087475387190477
FR,BROAD,keyword-feb418,FR-Campaign-D52254,0.38,0.26,0.2232843137254902,decrease,88668,11,0.0785206059704366
US,PHRASE,keyword-ae7e16,US-Campaign-9ABAF0,0.12,0.1604592968007602,0.1604592968007602,increase,88649,231,0.0291833038586921
US,BROAD,kw-3w-f57939,US-Campaign-D0067A,1.11,0.1107136970496126,0.2801420838971583,decrease,88643,28,0.1510830071263675
MX,EXACT,kw-5w-17d7f9,MX-Campaign-8CC744,4.0,2.399642857142857,4.0,maintain,88630,3,0.4473713418920418
CA,PHRASE,keyword-98b966,CA-Campaign-878F89,0.85,0.2890287277701778,0.5994039735099338,decrease,88616,150,0.0488780491217107
FR,BROAD,keyword-beb5e5,FR-Campaign-755516,0.88,0.26,0.2232843137254902,decrease,88605,17,0.2554703676758632
US,BROAD,kw-4w-e96f6d,US-Campaign-8476AD,0.25,0.1107136970496126,0.25,maintain,88582,9,0.0788472596983235
DE,PHRASE,keyword-9aa47c,DE-Campaign-81FF0F,0.36,0.0757186081694402,0.259519014177819,decrease,88550,5,0.263178089199905
FR,BROAD,kw-4w-80f51e,FR-Campaign-30C4D3,0.18,0.26,0.25,increase,88545,7,0.1476677537306058
CA,BROAD,keyword-cdbaef,CA-Campaign-A3759B,0.6,0.2935599159074982,0.41,decrease,88544,6,0.3450813176861251
DE,EXACT,keyword-4f72e1,DE-Campaign-071EDE,0.23,0.153262599469496,0.23,maintain,88533,25,0.2662052185586039
US,PHRASE,keyword-4ff9fc,Campaign-913025,0.45,0.1604592968007602,0.2876117268501966,decrease,88509,42,0.0548144547279637
US,BROAD,kw-4w-15d5db,US-Campaign-5C1546,0.33,0.1107136970496126,0.2801420838971583,decrease,88508,13,0.1990489544595501
FR,BROAD,kw-5w-c31327,FR-Campaign-5EB2A3,0.48,0.26,0.2232843137254902,decrease,88501,2,0.2598157168847937
US,PHRASE,kw-3w-a1df5d,US-Campaign-8A61F4,0.4,0.1604592968007602,0.2876117268501966,decrease,88497,20,0.0448690114343609
US,BROAD,kw-3w-3f3c1d,Campaign-CF8CC4,0.2,0.1107136970496126,0.2,maintain,88494,12,0.0123052735304863
FR,PHRASE,keyword-2aab32,FR-Campaign-5D82E7,0.24,0.1539078498293515,0.24,maintain,88494,19,0.2014242595736653
CA,BROAD,keyword-aaa4c6,CA-Campaign-2A6BD3,0.46,0.2935599159074982,0.41,decrease,88477,32,0.1872571684479357
UK,EXACT,keyword-21c46e,UK-Campaign-D3158F,0.49,0.1729739130434782,0.23,decrease,88455,19,0.6043399325667848
US,BROAD,kw-4w-f45be7,US-Campaign-6B5E19,0.76,0.1107136970496126,0.2801420838971583,decrease,88452,75,0.1341772433085121
US,PHRASE,keyword-81f753,US-Campaign-36A6E7,0.83,0.1604592968007602,0.2876117268501966,decrease,88446,47,0.1629476192453517
CA,BROAD,kw-3w-5b4124,CA-Campaign-32A35A,0.6,0.2935599159074982,0.41,decrease,88425,40,0.0531548642402987
UK,EXACT,keyword-52177e,UK-Campaign-43CFD1,0.25,0.1729739130434782,0.23,decrease,88417,19,0.1288798711356173
CA,EXACT,keyword-7bcc0b,CA-Campaign-DA94D6,0.34,0.3397612359550562,0.34,maintain,88409,11,0.4244059969734317
CA,PHRASE,keyword-e92a27,CA-Campaign-6E0FD4,0.7,0.2890287277701778,0.5994039735099338,decrease,88390,8,0.4353547768218472
US,BROAD,keyword-222abb,US-Campaign-010D70,0.49,0.1107136970496126,0.2801420838971583,decrease,88367,20,0.1010903343334762
US,PHRASE,keyword-225d93,US-Campaign-82A9B0,0.75,0.1604592968007602,0.2876117268501966,decrease,88362,58,0.2722752297535021
US,BROAD,kw-3w-750b47,US-Campaign-936F7F,0.61,0.1107136970496126,0.2801420838971583,decrease,88356,45,0.1746489603374176
FR,EXACT,keyword-6fcc83,FR-Campaign-2DDF81,0.26,0.2731457431457432,0.25,decrease,88351,5,0.1848984424811002
IT,BROAD,keyword-fd39b8,IT-Campaign-471E56,0.18,0.1387337278106508,0.1706684491978609,decrease,88347,12,0.1188665103892583
CA,PHRASE,keyword-ede4a2,CA-Campaign-60C8B6,0.55,0.2890287277701778,0.55,maintain,88347,3,0.1650095602294455
ES,BROAD,kw-3w-8c01a4,ES-Campaign-E760B9,0.2,0.1474180865006553,0.1971257651641625,decrease,88332,50,0.0737387340350068
CA,BROAD,kw-3w-980fee,CA-Campaign-CAF5EE,0.45,0.2935599159074982,0.41,decrease,88324,2,0.0720806649407276
US,BROAD,keyword-d521d6,US-Campaign-9160FA,1.03,0.1107136970496126,0.2801420838971583,decrease,88310,124,0.0423231894747435
US,BROAD,keyword-82a84f,US-Campaign-0C8A60,0.73,0.1107136970496126,0.2801420838971583,decrease,88289,32,0.0704372387656937
CA,PHRASE,kw-3w-a35e0e,CA-Campaign-4D4120,0.7,0.2890287277701778,0.5994039735099338,decrease,88285,6,0.2856499636891793
US,PHRASE,keyword-4a6f9f,Campaign-913025,0.52,0.1604592968007602,0.2876117268501966,decrease,88272,91,0.054929681728429
CA,BROAD,kw-3w-31166e,CA-Campaign-421214,0.51,0.2935599159074982,0.41,decrease,88242,2,0.1275299617086876
US,BROAD,kw-3w-245da9,US-Campaign-4F545C,2.0,0.1107136970496126,0.2801420838971583,decrease,88222,77,0.1017167057823081
FR,BROAD,kw-4w-a968fc,FR-Campaign-3DEE0C,0.3,0.26,0.2232843137254902,decrease,88221,10,0.1103601586228798
US,EXACT,kw-3w-30b673,US-Campaign-608985,0.79,0.2222651261781696,0.79,maintain,88205,15,0.0559213410751933
UK,PHRASE,kw-3w-0a98f9,UK-Campaign-CDEB14,0.24,0.1614092953523238,0.23,decrease,88194,5,0.3954078449315752
CA,BROAD,keyword-cf5bd7,CA-Campaign-108B19,0.56,0.2935599159074982,0.41,decrease,88177,20,0.3407623148030898
US,EXACT,keyword-42cd4b,US-Campaign-3236BA,0.63,0.2222651261781696,0.63,maintain,88170,38,0.1960305062942203
US,BROAD,kw-3w-bd2717,US-Campaign-081269,0.22,0.1107136970496126,0.22,maintain,88154,6,0.0960201995911987
US,BROAD,keyword-a5b0ae,US-Campaign-9779CA,0.73,0.1107136970496126,0.2801420838971583,decrease,88126,6,0.7416698501634195
US,PHRASE,keyword-b53d05,US-Campaign-466E3F,2.0,0.1604592968007602,0.2876117268501966,decrease,88117,36,0.1717080161437504
CA,BROAD,keyword-046e28,CA-Campaign-06AD80,0.6,0.2935599159074982,0.41,decrease,88116,30,0.0225830060743445
ES,PHRASE,keyword-747a2e,ES-Campaign-1984A6,0.33,0.1250119331742243,0.21,decrease,88114,97,0.0483107617394191
US,BROAD,kw-3w-eb7689,US-Campaign-CBB2FD,0.7,0.1107136970496126,0.2801420838971583,decrease,88112,36,0.4204262254692934
CA,BROAD,kw-3w-d03479,CA-Campaign-F7C4A0,0.34,0.2935599159074982,0.34,maintain,88090,2,0.0737941910894992
US,EXACT,kw-3w-b2b671,US-Campaign-644258,0.5,0.2222651261781696,0.5,maintain,88056,92,0.1506594935716525
UK,PHRASE,keyword-21068b,UK-Campaign-AC23AA,0.2,0.1614092953523238,0.2,maintain,88050,46,0.067081057969681
ES,PHRASE,keyword-2520e6,ES-Campaign-9AA60B,0.2,0.1250119331742243,0.2,maintain,88046,9,0.2678225213379983
ES,PHRASE,kw-3w-e37632,ES-Campaign-E70764,0.2,0.1250119331742243,0.2,maintain,88044,9,0.138095238095238
US,EXACT,kw-4w-0441ed,US-Campaign-3C952F,0.8,0.2222651261781696,0.8,maintain,88032,9,0.0493280145641465
CA,BROAD,kw-3w-50b0fc,CA-Campaign-76C0B0,0.45,0.2935599159074982,0.41,decrease,88023,2,0.2029588035203282
FR,BROAD,keyword-7aa411,FR-Campaign-1E64C0,0.26,0.26,0.2232843137254902,decrease,87986,34,0.0680705082602165
DE,PHRASE,keyword-360679,DE-Campaign-0A91B7,0.28,0.0757186081694402,0.259519014177819,decrease,87972,11,0.2964226565087777
FR,BROAD,kw-3w-f01fe0,FR-Campaign-41639C,0.83,0.26,0.2232843137254902,decrease,87959,42,0.0300710339384372
CA,PHRASE,keyword-4fb575,CA-Campaign-547DC5,0.7,0.2890287277701778,0.5994039735099338,decrease,87956,1,3.5014372404982432
US,PHRASE,kw-3w-a765e2,US-Campaign-6AF6B2,1.0,0.1604592968007602,0.2876117268501966,decrease,87944,2,0.7611639824304539
CA,PHRASE,keyword-841096,CA-Campaign-638763,0.65,0.2890287277701778,0.5994039735099338,decrease,87943,0,8214.0
US,BROAD,kw-3w-e5cec2,US-Campaign-D946EB,1.6,0.1107136970496126,0.2801420838971583,decrease,87938,183,0.0683398983377735
US,PHRASE,kw-3w-aed41f,US-Campaign-65ADE8,1.8,0.1604592968007602,0.2876117268501966,decrease,87925,2,2.917860101787194
US,BROAD,kw-4w-6756e1,US-Campaign-673230,1.2,0.1107136970496126,0.2801420838971583,decrease,87904,151,0.1219323555530981
US,PHRASE,kw-3w-917660,Campaign-6BAE77,0.82,0.1604592968007602,0.2876117268501966,decrease,87902,0,11916.0
US,BROAD,kw-3w-51c673,US-Campaign-D3F7A0,0.26,0.1107136970496126,0.26,maintain,87854,37,0.3031423369025231
CA,BROAD,keyword-e65564,CA-Campaign-C03A67,0.6,0.2935599159074982,0.41,decrease,87845,22,0.0426986606973287
US,EXACT,kw-6w-af8825,US-Campaign-9279FE,0.52,0.2222651261781696,0.52,maintain,87843,12,0.25592643857961
IT,PHRASE,keyword-978c1a,IT-Campaign-7271FC,0.23,0.112657200811359,0.2088771186440677,decrease,87815,17,0.0776584257365979
US,BROAD,kw-4w-556fbf,US-Campaign-7BD7DD,0.7,0.1107136970496126,0.2801420838971583,decrease,87808,111,0.1331232624608558
AU,EXACT,keyword-2f9048,AU-Campaign-8CD605,0.4,0.5488311688311689,0.4752085354025218,increase,87783,19,0.0588302086199291
US,BROAD,keyword-ed6c4d,US-Campaign-2575B6,0.6,0.1107136970496126,0.2801420838971583,decrease,87716,19,0.0499587364401976
US,PHRASE,kw-4w-a68f0b,US-Campaign-B8BDA3,1.28,0.1604592968007602,0.2876117268501966,decrease,87686,61,0.1438857041222585
DE,BROAD,keyword-afb246,DE-Campaign-1616A4,0.6,0.184690067214339,0.2288114104595879,decrease,87671,38,0.115770974458465
FR,BROAD,kw-5w-933ddd,FR-Campaign-704D6E,0.24,0.26,0.25,increase,87665,13,0.2638888888888889
US,BROAD,kw-4w-53d31e,US-Campaign-1C8AAF,0.9,0.1107136970496126,0.2801420838971583,decrease,87588,23,0.2246230407690181
US,BROAD,kw-4w-de3f66,US-Campaign-D8A7E8,0.8,0.1107136970496126,0.2801420838971583,decrease,87571,114,0.0787518774039414
MX,BROAD,kw-4w-67768c,MX-Campaign-B40A0B,4.0,3.557657142857143,4.0,maintain,87564,0,11679.0
US,PHRASE,keyword-a843d9,US-Campaign-1868AC,1.0,0.1604592968007602,0.2876117268501966,decrease,87546,41,0.1736548489195528
FR,BROAD,kw-6w-7b7ff5,FR-Campaign-CBE0C1,0.41,0.26,0.2232843137254902,decrease,87544,11,0.1403234738650725
CA,BROAD,keyword-c1e5c7,CA-Campaign-A50E22,0.55,0.2935599159074982,0.41,decrease,87536,0,1505.0
DE,BROAD,keyword-4c9023,DE-Campaign-1EB500,0.45,0.184690067214339,0.2288114104595879,decrease,87532,38,0.1538685548072071
IT,BROAD,keyword-39cab8,IT-Campaign-7974CE,0.22,0.1387337278106508,0.1706684491978609,decrease,87523,34,0.0676568546083619
US,BROAD,kw-3w-079980,US-Campaign-6B2ED5,1.0,0.1107136970496126,0.2801420838971583,decrease,87519,18,0.0180291892157548
CA,BROAD,kw-4w-17ce3e,CA-Campaign-6589BD,0.49,0.2935599159074982,0.41,decrease,87502,37,0.0729237957231396
CA,BROAD,keyword-b2e257,CA-Campaign-4E387D,0.55,0.2935599159074982,0.41,decrease,87496,4,0.0707769324506801
FR,PHRASE,keyword-636ccc,FR-Campaign-85CB69,0.31,0.1539078498293515,0.25,decrease,87492,12,0.0995628183694773
US,BROAD,keyword-1ce3bc,US-Campaign-D4953D,1.2,0.1107136970496126,0.2801420838971583,decrease,87488,97,0.1358622347580501
FR,EXACT,keyword-9194d8,FR-Campaign-1F5F4A,0.28,0.2731457431457432,0.25,decrease,87487,6,0.106859484051511
CA,PHRASE,keyword-673cba,CA-Campaign-7FDE7B,0.22,0.2890287277701778,0.2890287277701778,increase,87451,4,0.307566721843042
US,EXACT,kw-4w-e64325,US-Campaign-B95F79,0.9,0.2222651261781696,0.9,maintain,87441,4,0.4098847242355215
CA,PHRASE,kw-3w-871946,CA-Campaign-2FEE24,0.6,0.2890287277701778,0.5994039735099338,decrease,87418,54,0.1290252755669519
FR,BROAD,keyword-87d3e4,FR-Campaign-ECBE9D,0.17,0.26,0.25,increase,87406,2,0.4614689945815773
IT,BROAD,keyword-150448,IT-Campaign-B5CEA6,0.18,0.1387337278106508,0.1706684491978609,decrease,87385,36,0.0332487985800929
US,BROAD,kw-3w-3ee36d,US-Campaign-66BE1C,1.3,0.1107136970496126,0.2801420838971583,decrease,87373,74,0.0544940332737165
ES,PHRASE,kw-3w-577968,ES-Campaign-4AC894,0.25,0.1250119331742243,0.21,decrease,87361,31,0.1208238288869053
US,BROAD,kw-3w-96de90,US-Campaign-B33F99,0.7,0.1107136970496126,0.2801420838971583,decrease,87344,85,0.0901979277233546
FR,BROAD,kw-4w-397fdc,FR-Campaign-1368A9,0.28,0.26,0.2232843137254902,decrease,87324,14,0.5157416898521013
US,BROAD,kw-3w-4fdb54,US-Campaign-7C0A7D,0.32,0.1107136970496126,0.2801420838971583,decrease,87309,23,0.0239952882755954
CA,BROAD,keyword-808329,CA-Campaign-69242E,0.6,0.2935599159074982,0.41,decrease,87210,1,0.5309144761199556
CA,PHRASE,kw-3w-a9e4ed,CA-Campaign-6BE9F4,0.7,0.2890287277701778,0.5994039735099338,decrease,87197,8,0.0864106503872211
US,BROAD,keyword-0fa3c3,US-Campaign-4249C3,0.08,0.1107136970496126,0.1107136970496126,increase,87167,4,0.0461234403276502
US,BROAD,keyword-d4d763,US-Campaign-B4F9AE,0.57,0.1107136970496126,0.2801420838971583,decrease,87157,0,3656.0
MX,PHRASE,keyword-47e95e,MX-Campaign-845151,5.0,2.01,4.983560606060607,decrease,87144,3,1.1869451697127935
FR,BROAD,keyword-9194d8,FR-Campaign-11A469,0.28,0.26,0.2232843137254902,decrease,87142,7,0.137303585082346
US,BROAD,kw-4w-b00c2b,US-Campaign-74D1BE,1.08,0.1107136970496126,0.2801420838971583,decrease,87123,21,0.148284522390601
US,PHRASE,kw-3w-bad2fb,US-Campaign-A75CB8,1.05,0.1604592968007602,0.2876117268501966,decrease,87108,49,0.1565972020911491
US,BROAD,keyword-13f2fa,US-Campaign-485564,1.02,0.1107136970496126,0.2801420838971583,decrease,87103,137,0.0859800285369672
DE,BROAD,keyword-8c6649,DE-Campaign-F5B69A,0.12,0.184690067214339,0.12,maintain,87095,39,0.0557009079487611
US,BROAD,keyword-8e0bbe,US-Campaign-838BEE,0.75,0.1107136970496126,0.2801420838971583,decrease,87094,21,0.3170013987490432
DE,PHRASE,keyword-150448,DE-Campaign-3BF6F9,0.28,0.0757186081694402,0.259519014177819,decrease,87080,114,0.0362564998748149
US,BROAD,keyword-a6856e,US-Campaign-0D3920,0.47,0.1107136970496126,0.2801420838971583,decrease,87007,11,0.1171091057912872
FR,BROAD,kw-3w-facf7f,FR-Campaign-0E87A7,0.3,0.26,0.2232843137254902,decrease,87000,33,0.1722760779204226
CA,EXACT,kw-4w-f5d5e7,CA-Campaign-381195,0.41,0.3397612359550562,0.41,maintain,86996,39,0.3790663009031352
US,BROAD,kw-3w-494720,US-Campaign-B1BB39,0.75,0.1107136970496126,0.2801420838971583,decrease,86994,44,0.1844550649922486
FR,EXACT,kw-4w-3620c5,FR-Campaign-BE464A,0.24,0.2731457431457432,0.25,increase,86985,50,0.1628372792391901
IT,BROAD,keyword-61bdd2,IT-Campaign-459934,0.31,0.1387337278106508,0.1706684491978609,decrease,86976,39,0.0901062342629349
ES,PHRASE,keyword-6f3f32,ES-Campaign-8EF42B,0.14,0.1250119331742243,0.14,maintain,86956,10,0.2157839216936928
US,PHRASE,keyword-655a91,US-Campaign-4146CE,0.75,0.1604592968007602,0.2876117268501966,decrease,86920,92,0.1441085809273276
US,EXACT,kw-4w-c533fa,US-Campaign-267BB1,0.93,0.2222651261781696,0.93,maintain,86914,4,0.1654150162206728
CA,BROAD,keyword-cbd6bd,CA-Campaign-4F0869,0.7,0.2935599159074982,0.41,decrease,86913,4,0.1717002237136465
CA,PHRASE,keyword-6d5b4c,CA-Campaign-4F0976,0.65,0.2890287277701778,0.5994039735099338,decrease,86891,23,0.0435521117975525
US,BROAD,kw-3w-b9b878,US-Campaign-E9A2FA,0.6,0.1107136970496126,0.2801420838971583,decrease,86885,29,0.5187303447000062
DE,BROAD,keyword-9cf2d0,DE-Campaign-9BE9F8,0.21,0.184690067214339,0.21,maintain,86865,17,0.0898163142109751
IT,BROAD,kw-3w-07d425,IT-Campaign-FC0E74,0.2,0.1387337278106508,0.1706684491978609,decrease,86818,4,0.0614952943239609
US,EXACT,kw-4w-db7622,US-Campaign-C11760,0.77,0.2222651261781696,0.77,maintain,86806,16,0.2775930204936618
DE,BROAD,keyword-981270,DE-Campaign-0A306D,0.35,0.184690067214339,0.2288114104595879,decrease,86805,3,0.1036667440241355
US,BROAD,keyword-1e4dd7,US-Campaign-A698A2,0.45,0.1107136970496126,0.2801420838971583,decrease,86771,3,1.1096590541502234
US,EXACT,kw-5w-e5d618,US-Campaign-1079D9,0.95,0.2222651261781696,0.95,maintain,86732,35,0.2153367204123284
CA,EXACT,kw-3w-a23969,CA-Campaign-E10B1C,0.68,0.3397612359550562,0.5350323732976111,decrease,86729,24,0.1898705202082027
US,BROAD,kw-3w-79aafa,US-Campaign-26EC1C,0.8,0.1107136970496126,0.2801420838971583,decrease,86707,42,0.1286377142686496
US,PHRASE,kw-3w-203015,US-Campaign-CC5A5A,0.55,0.1604592968007602,0.2876117268501966,decrease,86701,15,0.3923801219113417
US,BROAD,keyword-a1c84b,US-Campaign-03EE5E,1.0,0.1107136970496126,0.2801420838971583,decrease,86663,82,0.071484088506196
CA,BROAD,kw-4w-afd4d1,CA-Campaign-56C12E,0.6,0.2935599159074982,0.41,decrease,86661,3,0.107772283504501
IT,PHRASE,kw-3w-69cc85,IT-Campaign-5130D0,0.35,0.112657200811359,0.2088771186440677,decrease,86653,1,0.090419722265564
CA,EXACT,kw-3w-20e1ea,CA-Campaign-9FD935,0.8,0.3397612359550562,0.5350323732976111,decrease,86646,5,0.0817432865857493
CA,BROAD,kw-4w-2a16be,CA-Campaign-97380E,0.95,0.2935599159074982,0.41,decrease,86645,4,0.200535526441618
DE,BROAD,kw-3w-6df442,DE-Campaign-E2452C,0.52,0.184690067214339,0.2288114104595879,decrease,86642,22,0.2013673745747597
DE,BROAD,keyword-29776d,DE-Campaign-DED1DA,1.1,0.184690067214339,0.2288114104595879,decrease,86635,48,0.1413604713444028
CA,EXACT,kw-4w-f987a8,CA-Campaign-3477A2,0.65,0.3397612359550562,0.5350323732976111,decrease,86624,6,0.6372035865459014
US,EXACT,keyword-73c095,US-Campaign-21F1AF,2.0,0.2222651261781696,2.0,maintain,86613,104,0.1654320514417686
US,BROAD,keyword-28acc8,US-Campaign-F6AD58,1.0,0.1107136970496126,0.2801420838971583,decrease,86611,26,0.2483503480418495
US,BROAD,keyword-3a700e,US-Campaign-8CEF5A,0.37,0.1107136970496126,0.2801420838971583,decrease,86610,13,0.1362819350775045
CA,PHRASE,kw-4w-ca551e,CA-Campaign-121C51,0.8,0.2890287277701778,0.5994039735099338,decrease,86605,1,0.6018832804116938
US,PHRASE,kw-4w-56fb66,US-Campaign-11ED99,2.29,0.1604592968007602,0.2876117268501966,decrease,86589,114,0.332682463636756
US,BROAD,keyword-176f66,US-Campaign-CB23AD,0.61,0.1107136970496126,0.2801420838971583,decrease,86568,27,0.1164254191619446
US,BROAD,keyword-8a10ee,US-Campaign-053F91,0.28,0.1107136970496126,0.28,maintain,86542,49,0.0434956335594208
CA,PHRASE,keyword-829e01,CA-Campaign-E4FAEE,0.41,0.2890287277701778,0.41,maintain,86536,24,0.1753024212222819
US,BROAD,keyword-e28759,US-Campaign-4E44BA,0.25,0.1107136970496126,0.25,maintain,86534,98,0.1185092114049884
US,BROAD,kw-3w-09754c,US-Campaign-03EE5E,1.2,0.1107136970496126,0.2801420838971583,decrease,86517,96,0.1087233575474987
US,EXACT,keyword-c350fe,US-Campaign-39C44F,0.92,0.2222651261781696,0.92,maintain,86503,36,0.0764134261988008
US,BROAD,keyword-695322,US-Campaign-495944,0.75,0.1107136970496126,0.2801420838971583,decrease,86502,11,0.3946724356452952
FR,BROAD,keyword-3a5755,FR-Campaign-45D96A,0.31,0.26,0.2232843137254902,decrease,86492,31,0.1992606432517984
US,EXACT,kw-4w-96db35,US-Campaign-74158A,0.6,0.2222651261781696,0.6,maintain,86479,24,0.2937989072030755
CA,BROAD,keyword-31092b,CA-Campaign-C90542,0.77,0.2935599159074982,0.41,decrease,86459,145,0.020537524443011
CA,BROAD,keyword-f60f14,CA-Campaign-2CBAAD,0.65,0.2935599159074982,0.41,decrease,86452,17,0.0819619232010325
CA,BROAD,kw-3w-b4afd1,CA-Campaign-E226D3,0.47,0.2935599159074982,0.41,decrease,86438,1,0.7916809019473864
US,PHRASE,keyword-150448,US-Campaign-926A5C,0.58,0.1604592968007602,0.2876117268501966,decrease,86398,46,0.0677590742415741
