country,match_type,keyword,campaign,current_bid,sweet_spot_bid,recommended_bid,action,impressions,orders,acos
US,BROAD,keyword-150448,US-Campaign-3658A8,0.65,0.1107136970496126,0.2801420838971583,decrease,12776000,10940,0.0644466155616271
US,BROAD,keyword-150448,US-Campaign-A4F8BA,0.96,0.1107136970496126,0.2801420838971583,decrease,3377473,5358,0.0652861782777118
US,BROAD,kw-3w-4948d1,US-Campaign-097A2B,0.48,0.1107136970496126,0.2801420838971583,decrease,2045809,111,0.0840450383902116
ES,BROAD,keyword-150448,Campaign-BE57E1,0.83,0.1474180865006553,0.1971257651641625,decrease,1935143,46,0.2742762873353249
US,EXACT,keyword-842f47,US-Campaign-4B3147,0.66,0.2222651261781696,0.66,maintain,1922903,1105,0.0596796819335218
US,BROAD,keyword-10016b,US-Campaign-B123BF,0.2,0.1107136970496126,0.2,maintain,1876302,527,0.1560286054337711
US,BROAD,keyword-10016b,US-Campaign-ED7612,0.2,0.1107136970496126,0.2,maintain,1667016,401,0.1354523647970641
US,PHRASE,keyword-5e85a2,US-Campaign-303625,0.4,0.1604592968007602,0.2876117268501966,decrease,1413528,23,0.2415040449455834
US,PHRASE,keyword-ef3327,US-Campaign-3AF4CC,0.69,0.1604592968007602,0.2876117268501966,decrease,1399390,795,0.0890698357846434
US,BROAD,kw-3w-1313c3,US-Campaign-0C7DFA,1.44,0.1107136970496126,0.2801420838971583,decrease,1380706,129,0.0475593375524454
US,BROAD,kw-3w-069d11,US-Campaign-362AC7,0.88,0.1107136970496126,0.2801420838971583,decrease,1341411,261,0.069749550757311
ES,BROAD,kw-4w-57ff50,Campaign-E8A52B,0.22,0.1474180865006553,0.1971257651641625,decrease,1321339,37,0.1396118482134834
US,PHRASE,keyword-150448,US-Campaign-89923B,0.5,0.1604592968007602,0.2876117268501966,decrease,1316727,2522,0.0295551872233738
US,BROAD,keyword-21c8a6,US-Campaign-16C850,0.98,0.1107136970496126,0.2801420838971583,decrease,1233735,140,0.046904464018518
US,BROAD,keyword-f252f4,US-Campaign-70D88F,1.8,0.1107136970496126,0.2801420838971583,decrease,1226358,58,0.1677648335815602
US,PHRASE,keyword-150448,US-Campaign-ECE687,0.81,0.1604592968007602,0.2876117268501966,decrease,1187676,3164,0.0533731817356196
US,PHRASE,keyword-881cc4,US-Campaign-3AC770,0.3,0.1604592968007602,0.2876117268501966,decrease,1187577,22,0.1653235501019581
US,BROAD,kw-3w-c3f3e2,Campaign-4064B8,0.66,0.1107136970496126,0.2801420838971583,decrease,1181150,83,0.0610626128059659
US,BROAD,keyword-1394e9,US-Campaign-B114A5,1.24,0.1107136970496126,0.2801420838971583,decrease,1158959,40,0.152609225648093
US,BROAD,kw-3w-02dbdd,US-Campaign-362AC7,1.38,0.1107136970496126,0.2801420838971583,decrease,1144547,170,0.1138257975615849
US,BROAD,kw-5w-7cbfe7,US-Campaign-F8F4C7,0.1,0.1107136970496126,0.1107136970496126,increase,1125385,38,0.1078253489573013
US,PHRASE,keyword-67cc12,US-Campaign-1EF783,0.77,0.1604592968007602,0.2876117268501966,decrease,1068494,955,0.082081027709565
US,BROAD,kw-3w-917660,US-Campaign-B114A5,1.01,0.1107136970496126,0.2801420838971583,decrease,1038257,59,0.1787391318592479
US,BROAD,kw-3w-9fd6af,US-Campaign-91623C,1.3,0.1107136970496126,0.2801420838971583,decrease,978434,39,0.2724581092263136
US,BROAD,keyword-dfdd6c,US-Campaign-89DD24,0.85,0.1107136970496126,0.2801420838971583,decrease,951283,206,0.2039378584099261
US,BROAD,kw-3w-2387eb,US-Campaign-0AB306,0.63,0.1107136970496126,0.2801420838971583,decrease,951142,107,0.0862552981691882
US,PHRASE,keyword-d8a48e,US-Campaign-476BCF,0.35,0.1604592968007602,0.2876117268501966,decrease,945343,13,0.1628994544037412
US,PHRASE,keyword-db3056,US-Campaign-91D073,0.7,0.1604592968007602,0.2876117268501966,decrease,923595,418,0.0781738560569445
CA,BROAD,keyword-98b966,CA-Campaign-AB267A,0.7,0.2935599159074982,0.41,decrease,889494,22,0.2172622157211019
US,BROAD,kw-4w-c26519,US-Campaign-CD5AB8,0.3,0.1107136970496126,0.2801420838971583,decrease,886354,79,0.0660134896244118
US,BROAD,kw-3w-59889d,US-Campaign-52DD2D,0.31,0.1107136970496126,0.2801420838971583,decrease,879781,71,0.0812925993519311
US,BROAD,keyword-8fc24a,US-Campaign-03CA2B,0.58,0.1107136970496126,0.2801420838971583,decrease,876097,170,0.1114204245749651
US,BROAD,kw-3w-8bc2b9,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,865598,406,0.1561091305401799
US,BROAD,kw-4w-3799ea,US-Campaign-AE5B52,0.3,0.1107136970496126,0.2801420838971583,decrease,852308,46,0.0688552283538965
US,BROAD,keyword-1a2b9d,US-Campaign-C77E6B,0.4,0.1107136970496126,0.2801420838971583,decrease,850993,22,0.0667370839533395
US,BROAD,keyword-603113,Campaign-07C746,0.8,0.1107136970496126,0.2801420838971583,decrease,840821,27,0.1356772609351228
US,BROAD,keyword-c84a22,US-Campaign-926036,0.5,0.1107136970496126,0.2801420838971583,decrease,838024,152,0.0523814554938896
IT,BROAD,kw-3w-c669af,IT-Campaign-15A060,0.21,0.1387337278106508,0.1706684491978609,decrease,836973,2,0.7145653876272514
FR,BROAD,kw-3w-b3534b,FR-Campaign-25D2A0,0.34,0.26,0.2232843137254902,decrease,835934,45,0.0923176270163945
CA,BROAD,keyword-69c5ef,CA-Campaign-80FAB1,0.55,0.2935599159074982,0.41,decrease,814159,65,0.1082185509293777
US,BROAD,keyword-150448,US-Campaign-342371,0.44,0.1107136970496126,0.2801420838971583,decrease,801171,495,0.0510126483300483
US,BROAD,keyword-07458a,US-Campaign-1CFC38,0.9,0.1107136970496126,0.2801420838971583,decrease,790731,207,0.0863340946939125
CA,BROAD,kw-3w-9730dc,CA-Campaign-CE56B9,0.55,0.2935599159074982,0.41,decrease,785364,33,0.1415737776577827
US,BROAD,keyword-150448,US-Campaign-614E3B,0.3,0.1107136970496126,0.2801420838971583,decrease,774916,878,0.0283980744780318
US,BROAD,keyword-10016b,US-Campaign-6656C1,0.3,0.1107136970496126,0.2801420838971583,decrease,753742,100,0.2194681409774169
US,BROAD,kw-3w-599c45,US-Campaign-84C17E,0.2,0.1107136970496126,0.2,maintain,750361,50,0.0355101188696557
CA,BROAD,keyword-e4c404,CA-Campaign-8C76CE,0.99,0.2935599159074982,0.41,decrease,748099,49,0.1186389454426511
US,BROAD,kw-3w-3ee36d,US-Campaign-16C850,0.7,0.1107136970496126,0.2801420838971583,decrease,745679,108,0.0262975932388519
CA,BROAD,kw-5w-8627d2,CA-Campaign-BA49FD,0.6,0.2935599159074982,0.41,decrease,744199,60,0.0446498786381973
US,PHRASE,keyword-91ca76,Campaign-913025,0.43,0.1604592968007602,0.2876117268501966,decrease,742928,309,0.0678671097387412
CA,BROAD,keyword-96a97c,CA-Campaign-BE6F22,0.45,0.2935599159074982,0.41,decrease,734677,28,0.0446435679190429
IT,PHRASE,keyword-150448,IT-Campaign-A20426,0.15,0.112657200811359,0.15,maintain,719032,603,0.0383834187903077
CA,BROAD,kw-4w-794d40,CA-Campaign-439E42,0.4,0.2935599159074982,0.4,maintain,716990,23,0.2571934825314895
DE,PHRASE,keyword-cbd6a7,DE-Campaign-F8A5DA,0.85,0.0757186081694402,0.259519014177819,decrease,715671,225,0.1761261372321803
CA,BROAD,keyword-05cf4e,CA-Campaign-E770CE,0.6,0.2935599159074982,0.41,decrease,710267,34,0.0875090334024721
US,PHRASE,keyword-3cff43,US-Campaign-ABBDB1,0.5,0.1604592968007602,0.2876117268501966,decrease,700845,591,0.1281297138436019
DE,BROAD,keyword-018226,DE-Campaign-EEC8F5,0.21,0.184690067214339,0.21,maintain,697337,81,0.3193867060033079
US,BROAD,kw-3w-157018,US-Campaign-294A03,0.86,0.1107136970496126,0.2801420838971583,decrease,691960,4,0.3359985222714798
US,BROAD,keyword-1ae56f,US-Campaign-673F7E,0.6,0.1107136970496126,0.2801420838971583,decrease,686109,338,0.0378060908366699
US,BROAD,kw-3w-cbaab2,US-Campaign-108F41,0.34,0.1107136970496126,0.2801420838971583,decrease,669230,78,0.0823683312135008
US,PHRASE,kw-3w-ccbb4a,US-Campaign-CA53B6,1.0,0.1604592968007602,0.2876117268501966,decrease,664827,223,0.0467297079094974
DE,BROAD,keyword-1bfbe7,DE-Campaign-45B747,0.55,0.184690067214339,0.2288114104595879,decrease,664080,354,0.0919841559046354
US,BROAD,kw-4w-82b978,US-Campaign-C49962,0.55,0.1107136970496126,0.2801420838971583,decrease,661872,163,0.1034474805849141
US,BROAD,keyword-6be9cc,US-Campaign-57A071,0.22,0.1107136970496126,0.22,maintain,649728,119,0.0396199401275543
US,BROAD,keyword-5199fd,US-Campaign-52369D,0.49,0.1107136970496126,0.2801420838971583,decrease,647402,28,0.0491368561787561
DE,BROAD,keyword-c73f99,DE-Campaign-7F9BA3,0.62,0.184690067214339,0.2288114104595879,decrease,620969,170,0.0976705999008428
US,PHRASE,keyword-150448,US-Campaign-A4F8BA,0.96,0.1604592968007602,0.2876117268501966,decrease,620282,3541,0.0514398603726438
ES,BROAD,kw-4w-ba4458,Campaign-E8A52B,0.17,0.1474180865006553,0.17,maintain,618787,47,0.0551069013973388
US,PHRASE,keyword-e9a5ef,US-Campaign-6A6A3C,0.4,0.1604592968007602,0.2876117268501966,decrease,618545,13,0.2071557983936545
CA,BROAD,kw-6w-72cf3c,CA-Campaign-A8D811,0.7,0.2935599159074982,0.41,decrease,611530,34,0.0882404854895491
FR,BROAD,keyword-0e2e09,FR-Campaign-5A6465,0.26,0.26,0.2232843137254902,decrease,606681,28,0.1160712664960336
US,EXACT,kw-3w-ccbb4a,US-Campaign-CA53B6,1.2,0.2222651261781696,1.2,maintain,603289,119,0.0684726020006148
US,BROAD,kw-4w-3ae5bc,US-Campaign-091C2F,0.47,0.1107136970496126,0.2801420838971583,decrease,601735,35,0.1223853736866283
DE,PHRASE,keyword-150448,DE-Campaign-E8EBD8,0.15,0.0757186081694402,0.15,maintain,596490,762,0.0248273249999675
US,BROAD,keyword-bf0388,US-Campaign-FE0ABD,0.49,0.1107136970496126,0.2801420838971583,decrease,595255,141,0.0903329741494276
US,BROAD,kw-4w-21db0a,US-Campaign-52DD2D,0.29,0.1107136970496126,0.2801420838971583,decrease,593910,38,0.0843220445219503
US,BROAD,kw-3w-c09535,US-Campaign-19283E,0.42,0.1107136970496126,0.2801420838971583,decrease,593606,47,0.1163627807600278
US,BROAD,kw-5w-a25018,US-Campaign-876DA3,0.7,0.1107136970496126,0.2801420838971583,decrease,593069,191,0.0563142738986758
US,BROAD,kw-3w-30b673,US-Campaign-75E5D7,0.5,0.1107136970496126,0.2801420838971583,decrease,591727,207,0.0672486780410179
US,BROAD,kw-4w-87766d,US-Campaign-52DD2D,0.31,0.1107136970496126,0.2801420838971583,decrease,586666,42,0.1152724057906951
FR,BROAD,keyword-af99d1,FR-Campaign-D1CA79,0.29,0.26,0.2232843137254902,decrease,585159,249,0.1592799040764851
US,BROAD,keyword-a7d04a,US-Campaign-9904FF,0.75,0.1107136970496126,0.2801420838971583,decrease,585028,246,0.0688428975232555
US,BROAD,keyword-feb2e9,US-Campaign-5F8CC2,0.8,0.1107136970496126,0.2801420838971583,decrease,578216,197,0.08474212700714
FR,BROAD,keyword-7735ac,FR-Campaign-B77F6F,0.3,0.26,0.2232843137254902,decrease,578163,95,0.1043096078706006
US,BROAD,kw-3w-56d5d8,US-Campaign-F7913D,1.09,0.1107136970496126,0.2801420838971583,decrease,577669,83,0.149486712188524
US,PHRASE,kw-3w-fea6a1,US-Campaign-CF69A6,0.65,0.1604592968007602,0.2876117268501966,decrease,577585,423,0.0847079891854728
CA,BROAD,kw-3w-8763b6,CA-Campaign-8BF090,0.65,0.2935599159074982,0.41,decrease,577453,8,0.3249327956989247
IT,PHRASE,keyword-150448,IT-Campaign-B705D3,0.15,0.112657200811359,0.15,maintain,575677,436,0.0287189025113588
US,BROAD,keyword-ce679a,US-Campaign-431F86,0.1,0.1107136970496126,0.1107136970496126,increase,574080,311,0.1644809895546593
US,PHRASE,keyword-cbe82f,US-Campaign-19DF03,0.59,0.1604592968007602,0.2876117268501966,decrease,570433,238,0.145659214834164
US,BROAD,keyword-378f28,US-Campaign-FC92D0,0.6,0.1107136970496126,0.2801420838971583,decrease,562084,324,0.15136692367991
US,PHRASE,keyword-150448,US-Campaign-0C2CA0,0.99,0.1604592968007602,0.2876117268501966,decrease,559772,708,0.0682389396334486
US,BROAD,kw-3w-0459eb,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,557365,215,0.1212834431864327
US,PHRASE,keyword-05f53e,US-Campaign-0F0CFA,1.0,0.1604592968007602,0.2876117268501966,decrease,552486,63,0.2317833084286752
FR,BROAD,kw-4w-951c7f,FR-Campaign-FDC142,0.18,0.26,0.25,increase,550875,38,0.0506505175205713
US,BROAD,keyword-eeea35,US-Campaign-DDBEDE,0.37,0.1107136970496126,0.2801420838971583,decrease,549814,28,0.0932234530019754
CA,BROAD,kw-4w-7b7014,CA-Campaign-210E06,0.55,0.2935599159074982,0.41,decrease,548769,20,0.106305090744202
US,BROAD,kw-4w-a8a452,US-Campaign-0C5DD9,0.5,0.1107136970496126,0.2801420838971583,decrease,539164,2,0.4915716808476481
US,BROAD,keyword-a62fea,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,536215,346,0.138576830866535
US,BROAD,keyword-33a033,US-Campaign-ECE2F3,0.78,0.1107136970496126,0.2801420838971583,decrease,535744,97,0.0627053924959918
US,EXACT,kw-5w-8ec420,US-Campaign-ED981A,0.5,0.2222651261781696,0.5,maintain,533752,166,0.1248776931095599
US,BROAD,keyword-150448,US-Campaign-9A14F2,0.5,0.1107136970496126,0.2801420838971583,decrease,529978,777,0.0322311603306741
US,BROAD,kw-4w-247054,US-Campaign-2A8884,0.6,0.1107136970496126,0.2801420838971583,decrease,528401,354,0.1036402712031148
FR,BROAD,kw-3w-48b076,FR-Campaign-899C34,0.55,0.26,0.2232843137254902,decrease,526339,197,0.108141495377993
US,BROAD,keyword-963965,US-Campaign-BB7075,0.85,0.1107136970496126,0.2801420838971583,decrease,518610,67,0.0623540813952536
FR,BROAD,kw-4w-05278a,FR-Campaign-479ACE,0.3,0.26,0.2232843137254902,decrease,518595,19,0.0353032268865358
US,PHRASE,keyword-3df998,US-Campaign-0301C9,0.99,0.1604592968007602,0.2876117268501966,decrease,518545,1483,0.0578584930610895
US,EXACT,keyword-378f28,US-Campaign-8512D0,0.65,0.2222651261781696,0.65,maintain,518544,414,0.1719186831601163
US,BROAD,keyword-064dfe,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,517475,369,0.0505644109322702
US,BROAD,kw-3w-5b4373,US-Campaign-84C17E,0.21,0.1107136970496126,0.21,maintain,516975,24,0.0537230074399661
US,BROAD,kw-3w-152265,US-Campaign-2E919F,0.95,0.1107136970496126,0.2801420838971583,decrease,515251,114,0.2889569985274949
US,BROAD,keyword-1c590e,US-Campaign-27A39D,0.95,0.1107136970496126,0.2801420838971583,decrease,511880,200,0.1771292041610823
US,PHRASE,keyword-b34035,US-Campaign-818D14,0.14,0.1604592968007602,0.1604592968007602,increase,506524,85,0.1313764388733791
US,PHRASE,keyword-1ce3bc,US-Campaign-28B44B,1.25,0.1604592968007602,0.2876117268501966,decrease,501797,536,0.1459490171479351
US,PHRASE,keyword-ba8760,US-Campaign-4EEC5B,1.35,0.1604592968007602,0.2876117268501966,decrease,501639,493,0.1595600049159955
US,PHRASE,keyword-a8b3c0,US-Campaign-AE725B,0.73,0.1604592968007602,0.2876117268501966,decrease,499146,498,0.0648344676731425
US,BROAD,keyword-cbd6a7,US-Campaign-D78AAB,0.45,0.1107136970496126,0.2801420838971583,decrease,495126,635,0.0302289243679289
CA,BROAD,kw-3w-2387eb,CA-Campaign-D3F5E7,1.1,0.2935599159074982,0.41,decrease,493767,124,0.0759487326580214
DE,BROAD,keyword-b2a0bb,DE-Campaign-1616A4,0.58,0.184690067214339,0.2288114104595879,decrease,492277,315,0.0971965545359697
FR,BROAD,keyword-09638c,FR-Campaign-CBE0C1,0.5,0.26,0.2232843137254902,decrease,486506,70,0.1239691706177111
US,EXACT,kw-3w-f69714,US-Campaign-34EE2B,0.6,0.2222651261781696,0.6,maintain,484724,369,0.1116977075686777
CA,BROAD,keyword-487a13,CA-Campaign-56C12E,0.6,0.2935599159074982,0.41,decrease,482668,12,0.1275367715509216
US,PHRASE,keyword-5b0777,US-Campaign-958A35,1.1,0.1604592968007602,0.2876117268501966,decrease,479446,460,0.0510579056501089
UK,BROAD,keyword-ba2a35,UK-Campaign-ED266C,0.35,0.1852514619883041,0.2276313213703099,decrease,479348,336,0.0741928915031196
US,EXACT,kw-4w-035f71,US-Campaign-249981,0.79,0.2222651261781696,0.79,maintain,475491,576,0.1144467198731207
US,BROAD,keyword-9e40e8,US-Campaign-91623C,0.9,0.1107136970496126,0.2801420838971583,decrease,473633,63,0.0746931384701036
US,BROAD,keyword-d98694,US-Campaign-AA6B98,0.45,0.1107136970496126,0.2801420838971583,decrease,470550,48,0.0320534556696918
FR,BROAD,keyword-2353e7,FR-Campaign-479ACE,0.33,0.26,0.2232843137254902,decrease,468338,12,0.0586162960701305
US,BROAD,keyword-33a033,US-Campaign-CE356C,0.5,0.1107136970496126,0.2801420838971583,decrease,467721,130,0.0470914848427574
CA,BROAD,kw-3w-c04e16,CA-Campaign-60C8B6,0.55,0.2935599159074982,0.41,decrease,466273,6,0.3453262425853958
DE,PHRASE,keyword-150448,DE-Campaign-3CE97F,0.15,0.0757186081694402,0.15,maintain,464447,454,0.0260573960346793
US,EXACT,kw-3w-9427ee,US-Campaign-0EF4DB,0.68,0.2222651261781696,0.68,maintain,463397,7,0.2336331465644352
US,PHRASE,kw-3w-57898d,US-Campaign-04093E,0.89,0.1604592968007602,0.2876117268501966,decrease,460266,4,0.1009252091857421
DE,PHRASE,keyword-332b8a,DE-Campaign-F8A5DA,0.95,0.0757186081694402,0.259519014177819,decrease,459919,211,0.093113504792482
US,PHRASE,keyword-c01f8a,US-Campaign-514B56,1.2,0.1604592968007602,0.2876117268501966,decrease,459886,52,0.1210557019855912
US,BROAD,kw-4w-7a5d3c,US-Campaign-F7913D,0.75,0.1107136970496126,0.2801420838971583,decrease,459312,50,0.2162467801242349
CA,BROAD,kw-3w-c9eada,CA-Campaign-BE6F22,0.45,0.2935599159074982,0.41,decrease,458896,30,0.0397096088083538
CA,BROAD,kw-3w-cef655,CA-Campaign-690579,0.55,0.2935599159074982,0.41,decrease,458604,8,0.1078695707123899
US,BROAD,kw-5w-a866c2,US-Campaign-520600,0.4,0.1107136970496126,0.2801420838971583,decrease,457918,40,0.1072394339930531
CA,BROAD,kw-3w-9d1042,CA-Campaign-03EF76,0.6,0.2935599159074982,0.41,decrease,454962,19,0.1698783611999829
US,BROAD,keyword-dd00e6,US-Campaign-B123BF,0.2,0.1107136970496126,0.2,maintain,454756,172,0.1532504895717679
US,EXACT,keyword-233954,US-Campaign-95943E,0.3,0.2222651261781696,0.3,maintain,454586,111,0.1544235139740918
US,PHRASE,keyword-2bec2a,US-Campaign-5EF09D,1.25,0.1604592968007602,0.2876117268501966,decrease,452654,126,0.1163436825419476
US,EXACT,keyword-ac76e0,US-Campaign-E12A3A,0.85,0.2222651261781696,0.85,maintain,451075,868,0.1184446746690185
US,BROAD,kw-5w-96caa3,US-Campaign-DDF8AF,0.91,0.1107136970496126,0.2801420838971583,decrease,451066,214,0.0774388080423164
ES,EXACT,kw-3w-7c20ee,ES-Campaign-B07901,0.45,0.13808,0.21,decrease,446568,30,0.0566634773887883
US,BROAD,keyword-9cad22,US-Campaign-8B9F1A,0.55,0.1107136970496126,0.2801420838971583,decrease,446055,354,0.1033786500626587
US,PHRASE,keyword-e15748,US-Campaign-93C43A,1.5,0.1604592968007602,0.2876117268501966,decrease,446000,67,0.1115418541387157
US,BROAD,keyword-54013b,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,445075,309,0.0512661445744163
US,PHRASE,kw-4w-96db35,US-Campaign-D4EAAF,0.86,0.1604592968007602,0.2876117268501966,decrease,443873,288,0.0781544857556764
US,BROAD,keyword-a03ff6,US-Campaign-28716F,1.09,0.1107136970496126,0.2801420838971583,decrease,443104,61,0.229101105574329
US,BROAD,keyword-d073b4,US-Campaign-065A45,0.99,0.1107136970496126,0.2801420838971583,decrease,443059,274,0.0581960210510021
US,BROAD,keyword-2b5e90,US-Campaign-34D258,1.37,0.1107136970496126,0.2801420838971583,decrease,442134,60,0.1542179724416622
CA,BROAD,kw-4w-0e7ea9,CA-Campaign-7BF661,0.55,0.2935599159074982,0.41,decrease,442027,41,0.1355039486860953
US,BROAD,keyword-5de3f4,US-Campaign-FD87B9,0.45,0.1107136970496126,0.2801420838971583,decrease,440541,73,0.1529339259701938
US,BROAD,kw-3w-c42863,Campaign-07C746,0.8,0.1107136970496126,0.2801420838971583,decrease,439719,27,0.0862485781498436
US,PHRASE,keyword-06949d,US-Campaign-EC902E,0.61,0.1604592968007602,0.2876117268501966,decrease,438508,283,0.0793094049837771
US,BROAD,keyword-587ee6,US-Campaign-CF092C,1.0,0.1107136970496126,0.2801420838971583,decrease,434957,247,0.1391929485047322
US,PHRASE,keyword-150448,US-Campaign-A9CFA9,0.3,0.1604592968007602,0.2876117268501966,decrease,433735,305,0.0502275650789002
US,BROAD,keyword-2e27cf,US-Campaign-AA1A3A,0.53,0.1107136970496126,0.2801420838971583,decrease,432606,493,0.0765102032007404
FR,EXACT,keyword-dee648,FR-Campaign-A71E26,0.47,0.2731457431457432,0.25,decrease,431471,61,0.2714208134241592
DE,PHRASE,keyword-826b7a,DE-Campaign-A48556,0.8,0.0757186081694402,0.259519014177819,decrease,428351,646,0.126593869191951
US,BROAD,kw-3w-c7d406,US-Campaign-52DD2D,0.34,0.1107136970496126,0.2801420838971583,decrease,427789,31,0.1250453682651592
US,BROAD,kw-6w-63619a,US-Campaign-CD5AB8,0.3,0.1107136970496126,0.2801420838971583,decrease,426195,61,0.0612393421568977
US,BROAD,kw-3w-be56e4,US-Campaign-431F86,0.2,0.1107136970496126,0.2,maintain,425187,298,0.0380166200854773
CA,BROAD,kw-5w-5131bd,CA-Campaign-A8D811,0.8,0.2935599159074982,0.41,decrease,424379,13,0.1783430113682833
US,BROAD,kw-3w-efcbcb,US-Campaign-58C801,0.75,0.1107136970496126,0.2801420838971583,decrease,423492,104,0.5187818753365719
US,BROAD,keyword-fb123b,US-Campaign-0FFCAA,0.35,0.1107136970496126,0.2801420838971583,decrease,423475,32,0.0941559238796807
US,BROAD,keyword-d4d763,US-Campaign-F55A15,1.17,0.1107136970496126,0.2801420838971583,decrease,422902,6,0.3670600138828429
US,BROAD,keyword-feb2e9,US-Campaign-AFCB99,0.55,0.1107136970496126,0.2801420838971583,decrease,422371,307,0.0550225639181268
CA,EXACT,keyword-842f47,CA-Campaign-72C8C7,0.4,0.3397612359550562,0.4,maintain,420947,241,0.0438433036898027
US,BROAD,kw-4w-0f3ff6,US-Campaign-0DBC3B,0.79,0.1107136970496126,0.2801420838971583,decrease,420930,78,0.1429169855298631
ES,PHRASE,kw-4w-df08e6,ES-Campaign-37C94D,0.29,0.1250119331742243,0.21,decrease,419854,91,0.106371844687334
IT,PHRASE,keyword-150448,IT-Campaign-BEF95A,0.18,0.112657200811359,0.18,maintain,418712,301,0.0400469804288162
DE,BROAD,keyword-150448,DE-Campaign-D6CA90,0.5,0.184690067214339,0.2288114104595879,decrease,417631,103,0.0810385870734854
US,BROAD,keyword-150448,US-Campaign-0363E8,0.35,0.1107136970496126,0.2801420838971583,decrease,416987,413,0.0264893768628867
UK,PHRASE,keyword-f29b3f,UK-Campaign-174299,0.22,0.1614092953523238,0.22,maintain,416241,80,0.0663412389951574
DE,BROAD,keyword-9a27fe,DE-Campaign-B2CF4B,0.3,0.184690067214339,0.2288114104595879,decrease,415875,21,0.0937014878512497
US,BROAD,kw-6w-251226,US-Campaign-CD5AB8,0.3,0.1107136970496126,0.2801420838971583,decrease,415723,36,0.0673001559021948
CA,BROAD,keyword-e66ae0,CA-Campaign-57370F,0.45,0.2935599159074982,0.41,decrease,414219,11,0.1030090715451901
FR,BROAD,kw-4w-2a489e,FR-Campaign-F75058,0.19,0.26,0.25,increase,414020,18,0.2361519063854704
US,PHRASE,keyword-ac76e0,US-Campaign-15B2F3,0.91,0.1604592968007602,0.2876117268501966,decrease,412792,437,0.0739219419991776
US,BROAD,keyword-95a020,US-Campaign-0C8A60,1.35,0.1107136970496126,0.2801420838971583,decrease,411910,83,0.1780407783877305
CA,BROAD,keyword-e12efc,CA-Campaign-79BA4E,0.69,0.2935599159074982,0.41,decrease,410779,31,0.0655865506001168
CA,BROAD,keyword-999d11,CA-Campaign-D0E448,0.4,0.2935599159074982,0.4,maintain,410631,4,0.1054234138046938
US,BROAD,keyword-af211a,US-Campaign-ECA033,0.38,0.1107136970496126,0.2801420838971583,decrease,410091,230,0.0755541915741531
US,PHRASE,keyword-1b0645,US-Campaign-2EAE45,0.8,0.1604592968007602,0.2876117268501966,decrease,409564,261,0.1764507972300685
US,PHRASE,keyword-150448,US-Campaign-14C648,0.34,0.1604592968007602,0.2876117268501966,decrease,407478,491,0.0832942073142531
IT,BROAD,keyword-150448,IT-Campaign-543885,0.3,0.1387337278106508,0.1706684491978609,decrease,404284,239,0.0418369849943129
US,PHRASE,keyword-bd081f,US-Campaign-95242C,0.25,0.1604592968007602,0.25,maintain,404240,129,0.1388406427379793
CA,BROAD,keyword-dddd7c,CA-Campaign-EA858C,0.75,0.2935599159074982,0.41,decrease,403638,356,0.0819375811218045
IT,BROAD,kw-5w-fe6077,IT-Campaign-267326,0.15,0.1387337278106508,0.15,maintain,403478,11,0.0659620579504719
IT,BROAD,kw-4w-888dcd,IT-Campaign-267326,0.15,0.1387337278106508,0.15,maintain,403301,9,0.1057879988404676
US,BROAD,keyword-52177e,US-Campaign-1CB273,0.45,0.1107136970496126,0.2801420838971583,decrease,403143,189,0.0893147573040828
US,PHRASE,keyword-233e9f,US-Campaign-DDF73F,0.35,0.1604592968007602,0.2876117268501966,decrease,402190,167,0.1153327400558809
US,EXACT,keyword-8a10ee,US-Campaign-2C311E,0.42,0.2222651261781696,0.42,maintain,401867,180,0.0838910448329542
US,EXACT,keyword-cb8881,US-Campaign-91F8F0,0.43,0.2222651261781696,0.43,maintain,401438,53,0.0821050972949948
US,BROAD,keyword-114ec2,US-Campaign-97273E,0.6,0.1107136970496126,0.2801420838971583,decrease,401055,114,0.0621547802143532
US,BROAD,kw-3w-29fd1e,US-Campaign-1C92A6,0.52,0.1107136970496126,0.2801420838971583,decrease,400358,165,0.0560954155909045
FR,BROAD,kw-3w-adf3b9,FR-Campaign-8AC617,0.25,0.26,0.2232843137254902,decrease,400009,34,0.2903490361382035
US,BROAD,kw-4w-d7e1db,US-Campaign-F5C5B9,0.62,0.1107136970496126,0.2801420838971583,decrease,399976,50,0.1338076308047866
US,BROAD,keyword-d32afb,US-Campaign-926036,0.5,0.1107136970496126,0.2801420838971583,decrease,399018,63,0.0651779131390003
US,PHRASE,keyword-98b966,US-Campaign-23F56D,3.0,0.1604592968007602,0.2876117268501966,decrease,398958,312,0.2162051473393563
US,EXACT,keyword-16de8a,US-Campaign-0D9E3C,0.5,0.2222651261781696,0.5,maintain,397586,293,0.0546833102027435
US,BROAD,kw-4w-bda26b,US-Campaign-0C7DFA,0.64,0.1107136970496126,0.2801420838971583,decrease,397346,55,0.0668073572363556
